;file;count;share
14;models/model_horizontal100\model_horizontal_21\vectors.txt;2183;0.10090598132569104
34;models/model_horizontal100\model_horizontal_4\vectors.txt;2177;0.10062864010354072
15;models/model_horizontal100\model_horizontal_22\vectors.txt;2169;0.1002588518073403
6;models/model_horizontal100\model_horizontal_14\vectors.txt;2148;0.09928815752981418
68;models/model_horizontal100\model_horizontal_70\vectors.txt;2140;0.09891836923361376
82;models/model_horizontal100\model_horizontal_83\vectors.txt;2138;0.09882592215956365
94;models/model_horizontal100\model_horizontal_94\vectors.txt;2136;0.09873347508551354
24;models/model_horizontal100\model_horizontal_30\vectors.txt;2119;0.09794767495608764
21;models/model_horizontal100\model_horizontal_28\vectors.txt;2118;0.09790145141906259
64;models/model_horizontal100\model_horizontal_67\vectors.txt;2118;0.09790145141906259
76;models/model_horizontal100\model_horizontal_78\vectors.txt;2109;0.09748543958583711
78;models/model_horizontal100\model_horizontal_8\vectors.txt;2104;0.09725432190071184
42;models/model_horizontal100\model_horizontal_47\vectors.txt;2104;0.09725432190071184
85;models/model_horizontal100\model_horizontal_86\vectors.txt;2094;0.09679208653046131
30;models/model_horizontal100\model_horizontal_36\vectors.txt;2060;0.0952204862716095
46;models/model_horizontal100\model_horizontal_50\vectors.txt;2059;0.09517426273458444
66;models/model_horizontal100\model_horizontal_69\vectors.txt;2058;0.0951280391975594
62;models/model_horizontal100\model_horizontal_65\vectors.txt;2028;0.09374133308680781
65;models/model_horizontal100\model_horizontal_68\vectors.txt;2023;0.09351021540168254
63;models/model_horizontal100\model_horizontal_66\vectors.txt;2020;0.09337154479060737
91;models/model_horizontal100\model_horizontal_91\vectors.txt;2014;0.09309420356845706
83;models/model_horizontal100\model_horizontal_84\vectors.txt;2004;0.09263196819820653
84;models/model_horizontal100\model_horizontal_85\vectors.txt;2003;0.09258574466118147
97;models/model_horizontal100\model_horizontal_97\vectors.txt;1976;0.09133770916150503
79;models/model_horizontal100\model_horizontal_80\vectors.txt;1976;0.09133770916150503
81;models/model_horizontal100\model_horizontal_82\vectors.txt;1957;0.09045946195802902
28;models/model_horizontal100\model_horizontal_34\vectors.txt;1953;0.09027456780992882
60;models/model_horizontal100\model_horizontal_63\vectors.txt;1947;0.08999722658777849
69;models/model_horizontal100\model_horizontal_71\vectors.txt;1945;0.0899047795137284
35;models/model_horizontal100\model_horizontal_40\vectors.txt;1934;0.0893963206064528
93;models/model_horizontal100\model_horizontal_93\vectors.txt;1895;0.08759360266247573
47;models/model_horizontal100\model_horizontal_51\vectors.txt;1895;0.08759360266247573
22;models/model_horizontal100\model_horizontal_29\vectors.txt;1886;0.08717759082925025
53;models/model_horizontal100\model_horizontal_57\vectors.txt;1884;0.08708514375520014
56;models/model_horizontal100\model_horizontal_6\vectors.txt;1853;0.0856522141074235
71;models/model_horizontal100\model_horizontal_73\vectors.txt;1824;0.08431173153369696
98;models/model_horizontal100\model_horizontal_98\vectors.txt;1780;0.08227789590459463
70;models/model_horizontal100\model_horizontal_72\vectors.txt;1746;0.08070629564574282
88;models/model_horizontal100\model_horizontal_89\vectors.txt;1724;0.07968937783119165
86;models/model_horizontal100\model_horizontal_87\vectors.txt;1611;0.07446611814736064
1;models/model_horizontal100\model_horizontal_1\vectors.txt;1473;0.0680872700379033
0;models/model_horizontal100\model_horizontal_0\vectors.txt;1460;0.06748636405657761
23;models/model_horizontal100\model_horizontal_3\vectors.txt;1453;0.06716279929740224
99;models/model_horizontal100\model_horizontal_99\vectors.txt;1442;0.06665434039012665
50;models/model_horizontal100\model_horizontal_54\vectors.txt;1045;0.04830359619118055
87;models/model_horizontal100\model_horizontal_88\vectors.txt;1032;0.047702690209854855
12;models/model_horizontal100\model_horizontal_2\vectors.txt;941;0.043496348340575024
