;file;count;share
19;models/model_horizontal100\model_horizontal_19\vectors.txt;2542;0.10316558441558442
77;models/model_horizontal100\model_horizontal_77\vectors.txt;2532;0.10275974025974026
96;models/model_horizontal100\model_horizontal_96\vectors.txt;2524;0.10243506493506493
81;models/model_horizontal100\model_horizontal_81\vectors.txt;2506;0.10170454545454545
9;models/model_horizontal100\model_horizontal_9\vectors.txt;2500;0.10146103896103896
39;models/model_horizontal100\model_horizontal_39\vectors.txt;2500;0.10146103896103896
23;models/model_horizontal100\model_horizontal_23\vectors.txt;2491;0.10109577922077922
11;models/model_horizontal100\model_horizontal_11\vectors.txt;2466;0.10008116883116883
90;models/model_horizontal100\model_horizontal_90\vectors.txt;2463;0.09995941558441558
46;models/model_horizontal100\model_horizontal_46\vectors.txt;2463;0.09995941558441558
45;models/model_horizontal100\model_horizontal_45\vectors.txt;2457;0.09971590909090909
16;models/model_horizontal100\model_horizontal_16\vectors.txt;2457;0.09971590909090909
58;models/model_horizontal100\model_horizontal_58\vectors.txt;2453;0.09955357142857142
4;models/model_horizontal100\model_horizontal_4\vectors.txt;2451;0.0994724025974026
55;models/model_horizontal100\model_horizontal_55\vectors.txt;2448;0.09935064935064936
10;models/model_horizontal100\model_horizontal_10\vectors.txt;2447;0.09931006493506493
21;models/model_horizontal100\model_horizontal_21\vectors.txt;2447;0.09931006493506493
24;models/model_horizontal100\model_horizontal_24\vectors.txt;2437;0.09890422077922079
79;models/model_horizontal100\model_horizontal_79\vectors.txt;2423;0.09833603896103896
61;models/model_horizontal100\model_horizontal_61\vectors.txt;2418;0.09813311688311688
14;models/model_horizontal100\model_horizontal_14\vectors.txt;2408;0.09772727272727273
83;models/model_horizontal100\model_horizontal_83\vectors.txt;2407;0.09768668831168831
67;models/model_horizontal100\model_horizontal_67\vectors.txt;2387;0.096875
22;models/model_horizontal100\model_horizontal_22\vectors.txt;2385;0.09679383116883117
70;models/model_horizontal100\model_horizontal_70\vectors.txt;2382;0.09667207792207792
30;models/model_horizontal100\model_horizontal_30\vectors.txt;2370;0.09618506493506493
28;models/model_horizontal100\model_horizontal_28\vectors.txt;2368;0.09610389610389611
94;models/model_horizontal100\model_horizontal_94\vectors.txt;2344;0.09512987012987013
86;models/model_horizontal100\model_horizontal_86\vectors.txt;2340;0.09496753246753246
78;models/model_horizontal100\model_horizontal_78\vectors.txt;2339;0.09492694805194805
47;models/model_horizontal100\model_horizontal_47\vectors.txt;2319;0.09411525974025974
8;models/model_horizontal100\model_horizontal_8\vectors.txt;2316;0.09399350649350649
69;models/model_horizontal100\model_horizontal_69\vectors.txt;2303;0.09346590909090909
50;models/model_horizontal100\model_horizontal_50\vectors.txt;2291;0.0929788961038961
68;models/model_horizontal100\model_horizontal_68\vectors.txt;2290;0.0929383116883117
36;models/model_horizontal100\model_horizontal_36\vectors.txt;2288;0.09285714285714286
66;models/model_horizontal100\model_horizontal_66\vectors.txt;2280;0.09253246753246754
65;models/model_horizontal100\model_horizontal_65\vectors.txt;2269;0.09208603896103897
84;models/model_horizontal100\model_horizontal_84\vectors.txt;2264;0.09188311688311689
91;models/model_horizontal100\model_horizontal_91\vectors.txt;2259;0.0916801948051948
85;models/model_horizontal100\model_horizontal_85\vectors.txt;2254;0.09147727272727273
80;models/model_horizontal100\model_horizontal_80\vectors.txt;2236;0.09074675324675324
82;models/model_horizontal100\model_horizontal_82\vectors.txt;2231;0.09054383116883116
97;models/model_horizontal100\model_horizontal_97\vectors.txt;2218;0.09001623376623377
63;models/model_horizontal100\model_horizontal_63\vectors.txt;2211;0.08973214285714286
40;models/model_horizontal100\model_horizontal_40\vectors.txt;2190;0.08887987012987013
34;models/model_horizontal100\model_horizontal_34\vectors.txt;2188;0.0887987012987013
71;models/model_horizontal100\model_horizontal_71\vectors.txt;2184;0.08863636363636364
29;models/model_horizontal100\model_horizontal_29\vectors.txt;2133;0.08656655844155844
51;models/model_horizontal100\model_horizontal_51\vectors.txt;2119;0.08599837662337663
93;models/model_horizontal100\model_horizontal_93\vectors.txt;2109;0.08559253246753247
57;models/model_horizontal100\model_horizontal_57\vectors.txt;2104;0.08538961038961039
73;models/model_horizontal100\model_horizontal_73\vectors.txt;2069;0.08396915584415585
6;models/model_horizontal100\model_horizontal_6\vectors.txt;2057;0.08348214285714285
72;models/model_horizontal100\model_horizontal_72\vectors.txt;2016;0.08181818181818182
98;models/model_horizontal100\model_horizontal_98\vectors.txt;1999;0.08112824675324676
89;models/model_horizontal100\model_horizontal_89\vectors.txt;1995;0.08096590909090909
87;models/model_horizontal100\model_horizontal_87\vectors.txt;1888;0.07662337662337662
3;models/model_horizontal100\model_horizontal_3\vectors.txt;1694;0.06875
99;models/model_horizontal100\model_horizontal_99\vectors.txt;1622;0.06582792207792208
0;models/model_horizontal100\model_horizontal_0\vectors.txt;1608;0.06525974025974025
1;models/model_horizontal100\model_horizontal_1\vectors.txt;1585;0.0643262987012987
88;models/model_horizontal100\model_horizontal_88\vectors.txt;1283;0.0520698051948052
54;models/model_horizontal100\model_horizontal_54\vectors.txt;1240;0.05032467532467533
2;models/model_horizontal100\model_horizontal_2\vectors.txt;1033;0.0419237012987013
