;file;count;share
89;models/model_minedgecut100\model_minedgecut_89\vectors.txt;311;0.09404293921983671
50;models/model_minedgecut100\model_minedgecut_50\vectors.txt;311;0.09404293921983671
92;models/model_minedgecut100\model_minedgecut_92\vectors.txt;310;0.0937405503477472
27;models/model_minedgecut100\model_minedgecut_27\vectors.txt;310;0.0937405503477472
34;models/model_minedgecut100\model_minedgecut_34\vectors.txt;310;0.0937405503477472
91;models/model_minedgecut100\model_minedgecut_91\vectors.txt;309;0.0934381614756577
84;models/model_minedgecut100\model_minedgecut_84\vectors.txt;307;0.09283338373147867
6;models/model_minedgecut100\model_minedgecut_6\vectors.txt;305;0.09222860598729966
28;models/model_minedgecut100\model_minedgecut_28\vectors.txt;304;0.09192621711521017
32;models/model_minedgecut100\model_minedgecut_32\vectors.txt;303;0.09162382824312065
93;models/model_minedgecut100\model_minedgecut_93\vectors.txt;302;0.09132143937103114
96;models/model_minedgecut100\model_minedgecut_96\vectors.txt;302;0.09132143937103114
53;models/model_minedgecut100\model_minedgecut_53\vectors.txt;302;0.09132143937103114
99;models/model_minedgecut100\model_minedgecut_99\vectors.txt;301;0.09101905049894164
94;models/model_minedgecut100\model_minedgecut_94\vectors.txt;300;0.09071666162685213
10;models/model_minedgecut100\model_minedgecut_10\vectors.txt;300;0.09071666162685213
59;models/model_minedgecut100\model_minedgecut_59\vectors.txt;300;0.09071666162685213
62;models/model_minedgecut100\model_minedgecut_62\vectors.txt;299;0.09041427275476263
81;models/model_minedgecut100\model_minedgecut_81\vectors.txt;297;0.0898094950105836
79;models/model_minedgecut100\model_minedgecut_79\vectors.txt;297;0.0898094950105836
0;models/model_minedgecut100\model_minedgecut_0\vectors.txt;296;0.08950710613849411
52;models/model_minedgecut100\model_minedgecut_52\vectors.txt;296;0.08950710613849411
1;models/model_minedgecut100\model_minedgecut_1\vectors.txt;292;0.08829755065013607
3;models/model_minedgecut100\model_minedgecut_3\vectors.txt;292;0.08829755065013607
88;models/model_minedgecut100\model_minedgecut_88\vectors.txt;292;0.08829755065013607
60;models/model_minedgecut100\model_minedgecut_60\vectors.txt;290;0.08769277290595706
9;models/model_minedgecut100\model_minedgecut_9\vectors.txt;289;0.08739038403386755
26;models/model_minedgecut100\model_minedgecut_26\vectors.txt;288;0.08708799516177805
5;models/model_minedgecut100\model_minedgecut_5\vectors.txt;285;0.08618082854550953
58;models/model_minedgecut100\model_minedgecut_58\vectors.txt;285;0.08618082854550953
78;models/model_minedgecut100\model_minedgecut_78\vectors.txt;285;0.08618082854550953
2;models/model_minedgecut100\model_minedgecut_2\vectors.txt;284;0.08587843967342002
56;models/model_minedgecut100\model_minedgecut_56\vectors.txt;282;0.085273661929241
77;models/model_minedgecut100\model_minedgecut_77\vectors.txt;281;0.08497127305715149
57;models/model_minedgecut100\model_minedgecut_57\vectors.txt;281;0.08497127305715149
7;models/model_minedgecut100\model_minedgecut_7\vectors.txt;281;0.08497127305715149
4;models/model_minedgecut100\model_minedgecut_4\vectors.txt;277;0.08376171756879347
29;models/model_minedgecut100\model_minedgecut_29\vectors.txt;277;0.08376171756879347
8;models/model_minedgecut100\model_minedgecut_8\vectors.txt;276;0.08345932869670396
80;models/model_minedgecut100\model_minedgecut_80\vectors.txt;274;0.08285455095252495
48;models/model_minedgecut100\model_minedgecut_48\vectors.txt;274;0.08285455095252495
87;models/model_minedgecut100\model_minedgecut_87\vectors.txt;273;0.08255216208043543
37;models/model_minedgecut100\model_minedgecut_37\vectors.txt;273;0.08255216208043543
76;models/model_minedgecut100\model_minedgecut_76\vectors.txt;272;0.08224977320834594
39;models/model_minedgecut100\model_minedgecut_39\vectors.txt;271;0.08194738433625642
44;models/model_minedgecut100\model_minedgecut_44\vectors.txt;271;0.08194738433625642
11;models/model_minedgecut100\model_minedgecut_11\vectors.txt;270;0.08164499546416693
43;models/model_minedgecut100\model_minedgecut_43\vectors.txt;270;0.08164499546416693
42;models/model_minedgecut100\model_minedgecut_42\vectors.txt;268;0.0810402177199879
21;models/model_minedgecut100\model_minedgecut_21\vectors.txt;268;0.0810402177199879
75;models/model_minedgecut100\model_minedgecut_75\vectors.txt;268;0.0810402177199879
41;models/model_minedgecut100\model_minedgecut_41\vectors.txt;267;0.0807378288478984
23;models/model_minedgecut100\model_minedgecut_23\vectors.txt;267;0.0807378288478984
14;models/model_minedgecut100\model_minedgecut_14\vectors.txt;266;0.08043543997580889
30;models/model_minedgecut100\model_minedgecut_30\vectors.txt;266;0.08043543997580889
38;models/model_minedgecut100\model_minedgecut_38\vectors.txt;266;0.08043543997580889
61;models/model_minedgecut100\model_minedgecut_61\vectors.txt;263;0.07952827335954037
12;models/model_minedgecut100\model_minedgecut_12\vectors.txt;263;0.07952827335954037
49;models/model_minedgecut100\model_minedgecut_49\vectors.txt;260;0.07862110674327184
16;models/model_minedgecut100\model_minedgecut_16\vectors.txt;260;0.07862110674327184
13;models/model_minedgecut100\model_minedgecut_13\vectors.txt;259;0.07831871787118234
24;models/model_minedgecut100\model_minedgecut_24\vectors.txt;258;0.07801632899909283
45;models/model_minedgecut100\model_minedgecut_45\vectors.txt;258;0.07801632899909283
15;models/model_minedgecut100\model_minedgecut_15\vectors.txt;254;0.07680677351073481
40;models/model_minedgecut100\model_minedgecut_40\vectors.txt;254;0.07680677351073481
20;models/model_minedgecut100\model_minedgecut_20\vectors.txt;252;0.07620199576655579
22;models/model_minedgecut100\model_minedgecut_22\vectors.txt;251;0.07589960689446629
47;models/model_minedgecut100\model_minedgecut_47\vectors.txt;251;0.07589960689446629
46;models/model_minedgecut100\model_minedgecut_46\vectors.txt;240;0.0725733293014817
17;models/model_minedgecut100\model_minedgecut_17\vectors.txt;229;0.06924705170849713
18;models/model_minedgecut100\model_minedgecut_18\vectors.txt;226;0.0683398850922286
19;models/model_minedgecut100\model_minedgecut_19\vectors.txt;216;0.06531599637133353
