;file;count;share
51;models/model_horizontal100\model_horizontal_55\vectors.txt;289;0.08739038403386755
68;models/model_horizontal100\model_horizontal_70\vectors.txt;289;0.08739038403386755
19;models/model_horizontal100\model_horizontal_26\vectors.txt;289;0.08739038403386755
84;models/model_horizontal100\model_horizontal_85\vectors.txt;287;0.08678560628968854
80;models/model_horizontal100\model_horizontal_81\vectors.txt;287;0.08678560628968854
13;models/model_horizontal100\model_horizontal_20\vectors.txt;287;0.08678560628968854
61;models/model_horizontal100\model_horizontal_64\vectors.txt;286;0.08648321741759903
29;models/model_horizontal100\model_horizontal_35\vectors.txt;286;0.08648321741759903
43;models/model_horizontal100\model_horizontal_48\vectors.txt;286;0.08648321741759903
6;models/model_horizontal100\model_horizontal_14\vectors.txt;285;0.08618082854550953
42;models/model_horizontal100\model_horizontal_47\vectors.txt;285;0.08618082854550953
91;models/model_horizontal100\model_horizontal_91\vectors.txt;285;0.08618082854550953
52;models/model_horizontal100\model_horizontal_56\vectors.txt;285;0.08618082854550953
49;models/model_horizontal100\model_horizontal_53\vectors.txt;283;0.08557605080133052
92;models/model_horizontal100\model_horizontal_92\vectors.txt;283;0.08557605080133052
59;models/model_horizontal100\model_horizontal_62\vectors.txt;275;0.08315693982461446
33;models/model_horizontal100\model_horizontal_39\vectors.txt;274;0.08285455095252495
79;models/model_horizontal100\model_horizontal_80\vectors.txt;273;0.08255216208043543
77;models/model_horizontal100\model_horizontal_79\vectors.txt;273;0.08255216208043543
3;models/model_horizontal100\model_horizontal_11\vectors.txt;272;0.08224977320834594
21;models/model_horizontal100\model_horizontal_28\vectors.txt;271;0.08194738433625642
28;models/model_horizontal100\model_horizontal_34\vectors.txt;271;0.08194738433625642
4;models/model_horizontal100\model_horizontal_12\vectors.txt;269;0.08134260659207741
26;models/model_horizontal100\model_horizontal_32\vectors.txt;269;0.08134260659207741
76;models/model_horizontal100\model_horizontal_78\vectors.txt;268;0.0810402177199879
2;models/model_horizontal100\model_horizontal_10\vectors.txt;267;0.0807378288478984
8;models/model_horizontal100\model_horizontal_16\vectors.txt;267;0.0807378288478984
85;models/model_horizontal100\model_horizontal_86\vectors.txt;267;0.0807378288478984
14;models/model_horizontal100\model_horizontal_21\vectors.txt;267;0.0807378288478984
32;models/model_horizontal100\model_horizontal_38\vectors.txt;265;0.08013305110371938
89;models/model_horizontal100\model_horizontal_9\vectors.txt;264;0.07983066223162988
45;models/model_horizontal100\model_horizontal_5\vectors.txt;263;0.07952827335954037
93;models/model_horizontal100\model_horizontal_93\vectors.txt;261;0.07892349561536136
69;models/model_horizontal100\model_horizontal_71\vectors.txt;261;0.07892349561536136
88;models/model_horizontal100\model_horizontal_89\vectors.txt;260;0.07862110674327184
82;models/model_horizontal100\model_horizontal_83\vectors.txt;260;0.07862110674327184
53;models/model_horizontal100\model_horizontal_57\vectors.txt;259;0.07831871787118234
97;models/model_horizontal100\model_horizontal_97\vectors.txt;258;0.07801632899909283
63;models/model_horizontal100\model_horizontal_66\vectors.txt;256;0.07741155125491382
62;models/model_horizontal100\model_horizontal_65\vectors.txt;256;0.07741155125491382
46;models/model_horizontal100\model_horizontal_50\vectors.txt;256;0.07741155125491382
34;models/model_horizontal100\model_horizontal_4\vectors.txt;253;0.0765043846386453
47;models/model_horizontal100\model_horizontal_51\vectors.txt;253;0.0765043846386453
94;models/model_horizontal100\model_horizontal_94\vectors.txt;249;0.07529482915028728
65;models/model_horizontal100\model_horizontal_68\vectors.txt;248;0.07499244027819776
64;models/model_horizontal100\model_horizontal_67\vectors.txt;248;0.07499244027819776
36;models/model_horizontal100\model_horizontal_41\vectors.txt;247;0.07469005140610825
24;models/model_horizontal100\model_horizontal_30\vectors.txt;247;0.07469005140610825
86;models/model_horizontal100\model_horizontal_87\vectors.txt;245;0.07408527366192924
71;models/model_horizontal100\model_horizontal_73\vectors.txt;244;0.07378288478983973
60;models/model_horizontal100\model_horizontal_63\vectors.txt;244;0.07378288478983973
56;models/model_horizontal100\model_horizontal_6\vectors.txt;244;0.07378288478983973
35;models/model_horizontal100\model_horizontal_40\vectors.txt;244;0.07378288478983973
22;models/model_horizontal100\model_horizontal_29\vectors.txt;240;0.0725733293014817
81;models/model_horizontal100\model_horizontal_82\vectors.txt;238;0.0719685515573027
98;models/model_horizontal100\model_horizontal_98\vectors.txt;237;0.07166616268521318
30;models/model_horizontal100\model_horizontal_36\vectors.txt;236;0.07136377381312367
23;models/model_horizontal100\model_horizontal_3\vectors.txt;232;0.07015421832476565
70;models/model_horizontal100\model_horizontal_72\vectors.txt;214;0.06471121862715452
99;models/model_horizontal100\model_horizontal_99\vectors.txt;210;0.06350166313879649
50;models/model_horizontal100\model_horizontal_54\vectors.txt;166;0.05019655276685818
87;models/model_horizontal100\model_horizontal_88\vectors.txt;163;0.049289386150589656
1;models/model_horizontal100\model_horizontal_1\vectors.txt;149;0.04505594194133656
0;models/model_horizontal100\model_horizontal_0\vectors.txt;148;0.044753553069247054
12;models/model_horizontal100\model_horizontal_2\vectors.txt;141;0.0426368309646205
